"","spp1","spp2","spp3","spp4","spp5","spp6","spp7","spp8","spp9","spp10","spp11","spp12","spp13","spp14","spp15","spp16","spp17","spp18","spp19","spp20","spp21","spp22","spp23","spp24","spp25","spp26","spp27","spp28","spp29","spp30","spp31","spp32","spp33","spp34","spp35","spp36","spp37","spp38","spp39","spp40","spp41","spp42","spp43","spp44","spp45","spp46","spp47","spp48","spp49","spp50","spp51","spp52","spp53","spp54","spp55","spp56","spp57","spp58","spp59","spp60","spp61","spp62","spp63","spp64","spp65","spp66","spp67","spp68","spp69","spp70","spp71","spp72","spp73","spp74","spp75","spp76","spp77","spp78","spp79","spp80","spp81","spp82","spp83","spp84","spp85","spp86","spp87","spp88","spp89","spp90","spp91","spp92","spp93","spp94","spp95","spp96","spp97","spp98","spp99","spp100"
"loc44",0,0,2,13,1,0,1,0,0,2,0,0,0,0,8,0,0,5,0,29,0,0,0,0,0,12,0,0,2,0,26,0,0,1,0,0,0,0,1,2,9,0,26,2,0,6,0,9,0,14,0,1,1,0,0,16,0,0,0,0,6,0,0,0,3,0,2,1,0,0,0,6,4,0,0,0,0,10,2,0,0,0,1,2,3,10,1,0,0,4,0,1,0,0,0,13,0,0,1,0
"loc45",0,0,2,15,0,1,1,0,1,0,5,0,0,0,10,0,0,4,0,19,2,0,0,0,0,13,0,0,2,0,27,0,0,0,0,0,0,0,0,1,8,0,20,3,0,4,0,4,1,9,1,1,0,0,0,16,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,6,2,0,0,0,0,8,3,0,0,0,0,0,2,7,0,0,0,3,0,2,0,0,0,4,0,0,3,0
"loc46",0,0,3,16,0,0,0,0,0,2,3,0,0,0,13,0,0,17,0,26,2,0,0,0,0,13,0,0,1,0,27,0,0,0,0,0,0,0,2,2,10,0,37,4,0,5,0,12,0,11,0,2,0,0,0,15,0,0,0,6,11,0,0,0,3,0,0,2,0,0,0,4,7,0,0,0,0,13,4,0,1,0,0,0,1,16,0,0,0,9,0,1,1,0,0,9,1,0,5,0
"loc47",0,0,4,13,1,0,2,0,0,0,4,0,0,0,4,0,0,8,0,23,1,1,0,0,0,10,0,0,2,0,18,0,0,0,0,0,0,0,1,5,9,0,18,3,0,6,0,9,0,11,1,2,0,0,0,14,0,0,0,1,7,1,0,0,5,0,3,1,0,0,0,3,3,0,0,0,0,9,0,0,0,0,0,0,2,9,0,0,0,3,0,0,0,0,0,4,0,0,1,0
"loc48",0,0,9,26,2,0,2,0,0,0,3,0,0,0,16,0,0,4,0,20,2,0,0,0,0,16,0,0,4,0,29,0,0,0,0,0,0,0,1,6,13,0,43,3,1,10,0,5,0,9,1,0,0,0,0,21,0,0,0,3,7,0,0,0,1,0,4,0,0,0,0,8,9,0,0,0,0,12,2,0,0,0,1,0,1,24,0,0,0,8,0,0,1,0,0,14,0,0,1,0
"loc49",0,0,4,14,0,0,2,0,0,0,2,0,0,0,9,0,0,7,0,15,2,0,0,0,1,14,0,0,1,0,24,0,0,0,0,0,0,0,0,3,8,0,27,4,0,8,0,9,0,8,0,3,0,0,0,16,0,0,0,1,5,0,0,0,4,0,4,2,1,0,0,7,4,0,0,0,0,6,2,0,0,0,2,0,0,17,0,0,0,4,0,3,0,0,0,3,0,0,1,0
"loc50",0,0,4,24,0,0,0,0,0,0,2,0,0,0,18,0,0,17,0,25,1,0,0,0,0,22,0,0,1,0,28,0,0,0,0,0,0,0,0,2,10,0,37,3,0,5,1,8,0,11,3,3,1,0,0,18,0,0,0,2,5,0,0,1,5,0,0,1,0,0,1,6,6,0,0,1,0,10,2,0,0,0,0,0,1,12,0,0,0,7,0,2,0,0,0,4,0,0,2,0
"loc51",0,0,2,23,3,0,0,0,0,0,1,0,0,0,11,0,0,9,0,17,0,0,0,0,0,19,0,0,1,0,31,0,0,0,0,0,0,0,2,1,5,0,33,4,0,6,0,5,0,11,1,2,0,0,0,15,0,0,0,3,5,0,0,0,1,0,3,2,0,0,0,10,1,0,0,0,0,9,4,0,0,0,0,0,0,16,0,0,0,4,0,1,0,0,0,7,0,0,4,0
"loc52",0,0,2,24,1,0,2,0,0,2,0,0,0,0,11,0,0,9,0,20,3,0,0,0,0,15,0,0,1,0,25,0,0,1,0,0,0,0,2,6,10,1,48,5,0,8,1,7,0,11,2,2,0,0,0,13,0,0,0,3,6,0,0,0,6,0,2,1,0,0,0,8,3,0,0,0,0,12,3,0,0,1,4,1,5,19,0,0,0,8,0,0,0,0,0,7,0,0,2,0
"loc53",0,0,6,21,2,0,0,0,0,0,5,0,0,0,10,0,0,10,0,33,0,0,0,0,0,24,0,0,2,0,47,0,1,0,0,0,0,0,2,3,11,0,59,4,1,10,0,5,0,12,2,6,0,0,0,13,0,0,0,1,11,0,0,0,6,0,2,2,0,0,0,7,10,0,0,1,0,11,2,0,0,0,4,0,0,20,0,0,0,10,0,0,0,0,0,13,0,0,4,0
"loc54",0,0,2,19,0,0,0,0,0,1,3,0,0,0,12,0,0,12,0,29,1,0,0,0,0,15,0,0,1,0,26,0,0,0,0,0,0,0,0,0,7,0,24,3,1,8,0,13,0,13,1,2,0,0,0,10,0,0,0,3,5,0,0,0,5,0,1,1,0,0,0,5,4,0,0,0,0,11,5,0,0,0,1,0,1,8,0,0,0,2,0,1,0,0,1,13,0,0,0,0
"loc55",0,0,3,21,2,0,0,0,0,2,3,0,0,0,7,0,0,5,0,20,5,0,0,1,0,13,0,0,0,0,17,0,1,0,0,0,0,0,2,0,7,0,27,3,1,3,0,8,0,8,1,0,0,0,0,10,0,0,0,2,0,0,0,0,4,0,2,0,0,0,0,2,4,0,0,0,0,3,0,0,0,0,0,0,2,7,0,0,0,2,0,1,0,0,0,11,0,0,1,0
"loc56",0,0,4,16,1,0,0,0,0,0,3,0,2,0,7,0,0,4,0,19,4,0,0,0,0,13,0,0,1,0,18,0,0,0,0,0,0,0,2,1,7,0,27,4,0,6,0,7,0,10,1,0,0,0,0,10,0,0,0,4,5,0,0,0,0,0,3,1,0,0,0,6,6,0,0,0,0,4,1,1,0,0,2,1,3,8,0,0,0,4,0,0,0,0,0,6,0,0,1,0
"loc57",0,0,4,25,2,0,1,0,0,0,5,0,0,0,10,1,0,6,0,18,3,0,0,0,0,14,0,0,2,0,20,0,0,0,0,0,0,0,3,1,11,0,24,1,0,7,0,6,0,12,0,2,0,0,0,11,0,0,0,3,14,0,0,0,4,0,5,0,0,0,0,4,4,0,0,0,0,9,3,0,0,0,1,0,1,10,0,0,0,8,0,2,0,0,0,11,0,0,1,0
"loc58",0,0,3,26,2,0,1,0,0,1,5,0,1,0,18,0,0,15,0,30,3,0,0,0,0,26,0,0,3,0,34,0,0,0,0,0,1,0,1,2,10,0,34,1,0,8,0,10,0,15,1,2,0,0,0,30,0,0,0,2,11,0,0,1,1,0,5,2,0,0,0,9,4,0,0,0,0,13,1,0,0,0,1,0,3,19,0,0,0,7,0,2,0,0,0,14,0,0,4,0
"loc59",0,0,0,16,1,0,0,0,0,0,3,0,0,0,4,0,0,6,1,13,1,0,0,0,0,11,0,0,1,0,19,0,0,0,0,0,0,0,1,0,7,0,22,3,0,5,0,5,0,16,0,2,0,0,0,10,0,0,1,0,5,0,0,0,0,0,5,0,0,0,0,8,3,0,0,0,0,7,2,0,0,0,0,0,0,11,0,0,0,5,0,1,0,0,0,9,0,0,4,0
"loc60",0,0,8,14,2,0,0,0,0,0,7,0,0,0,7,0,0,5,0,21,3,0,0,0,0,8,0,0,2,0,28,0,0,0,0,0,0,0,0,2,5,0,27,3,0,12,0,4,0,9,2,2,0,0,0,14,0,0,0,3,9,0,0,0,2,0,5,2,0,0,0,4,1,0,0,0,0,12,1,0,0,0,0,1,0,13,0,0,0,1,0,2,0,0,0,8,0,0,2,0
"loc61",0,0,1,37,2,0,1,0,0,1,4,0,0,0,12,0,0,7,0,30,1,0,0,0,0,10,0,0,1,0,30,0,0,0,0,0,0,0,2,2,19,0,40,5,0,7,0,12,0,19,1,5,0,0,0,18,0,0,0,4,11,0,0,0,2,0,3,1,0,0,0,8,8,0,0,0,0,11,2,0,1,0,3,0,1,17,0,0,0,7,0,2,0,0,0,16,0,0,3,0
"loc62",0,0,4,13,1,0,0,0,0,0,4,0,0,0,6,0,0,12,0,12,2,0,0,0,0,11,0,0,1,0,27,0,1,0,0,0,0,0,1,6,3,0,27,3,0,8,0,2,0,10,1,0,0,0,0,11,0,0,0,1,4,0,0,0,2,0,3,0,0,0,0,2,5,0,0,0,0,7,0,0,0,0,2,0,0,13,0,0,0,4,0,0,0,0,0,7,0,0,1,0
"loc63",0,1,4,15,1,0,1,0,1,1,1,0,0,0,12,0,0,13,0,18,5,0,0,1,0,22,0,0,1,0,21,0,1,0,0,0,0,0,1,0,6,0,35,3,0,11,0,8,1,7,5,1,0,0,0,17,0,0,0,6,6,0,0,0,1,0,6,1,0,0,0,7,4,0,0,0,0,7,5,0,0,0,2,0,0,14,0,0,0,1,0,1,0,0,1,15,0,0,4,0
"loc64",0,0,4,16,0,0,0,0,0,0,9,0,0,0,16,0,0,12,0,23,2,0,0,0,0,19,0,0,2,0,30,0,0,0,0,0,0,0,1,0,9,0,37,2,1,7,0,10,0,15,4,1,0,0,0,11,0,0,0,2,3,0,0,0,3,0,4,1,0,0,0,4,8,0,0,0,0,9,2,0,0,0,5,0,0,17,0,0,0,3,0,4,0,0,0,17,0,0,0,0
