"","spp1","spp2","spp3","spp4","spp5","spp6","spp7","spp8","spp9","spp10","spp11","spp12","spp13","spp14","spp15","spp16","spp17","spp18","spp19","spp20","spp21","spp22","spp23","spp24","spp25","spp26","spp27","spp28","spp29","spp30","spp31","spp32","spp33","spp34","spp35","spp36","spp37","spp38","spp39","spp40","spp41","spp42","spp43","spp44","spp45","spp46","spp47","spp48","spp49","spp50","spp51","spp52","spp53","spp54","spp55","spp56","spp57","spp58","spp59","spp60","spp61","spp62","spp63","spp64","spp65","spp66","spp67","spp68","spp69","spp70","spp71","spp72","spp73","spp74","spp75","spp76","spp77","spp78","spp79","spp80","spp81","spp82","spp83","spp84","spp85","spp86","spp87","spp88","spp89","spp90","spp91","spp92","spp93","spp94","spp95","spp96","spp97","spp98","spp99","spp100"
"loc12",23,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,11,0,8,0,33,5,8,2,7,0,4,12,23,0,5,0,0,0,0,4,0,18,1,0,0,13,14,2,0,0,14,10,14,0,0,1,10,0,0,0,0,0,2,0,0,0,0,0,0,0,0,13,0,13,0,0,0,0,0,0,6,0,34,0,0,7,16,10,14,1,0,0,12,0,0,0
"loc13",25,0,0,0,0,2,0,0,1,0,0,0,0,0,2,0,0,3,12,0,0,0,1,0,8,0,14,0,31,3,8,2,7,0,2,9,13,0,3,0,0,0,0,1,0,16,0,0,0,14,14,1,0,0,12,3,13,1,0,0,12,0,0,0,0,0,3,0,0,0,0,0,0,0,3,10,0,8,0,0,0,0,0,2,5,0,15,0,0,8,12,9,13,2,0,0,12,0,0,0
"loc14",26,0,0,1,0,8,0,0,0,0,0,0,0,0,4,0,0,3,15,0,0,0,3,0,11,0,15,0,32,4,7,5,6,0,3,8,20,0,1,0,0,0,0,7,0,20,1,0,0,19,13,1,1,0,8,7,15,0,1,1,3,0,0,0,0,0,3,0,0,0,0,0,0,0,1,12,0,13,0,0,0,0,0,1,3,0,32,0,0,5,14,11,15,1,0,0,7,0,0,1
"loc15",22,0,0,0,0,6,0,0,2,0,0,0,0,0,1,0,0,2,9,0,0,0,2,0,7,0,7,0,31,4,4,3,9,0,1,8,11,0,2,0,0,0,0,3,0,7,2,0,0,12,5,1,1,0,11,11,13,2,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,3,9,0,11,0,0,0,0,0,0,2,0,15,0,0,1,14,6,9,0,0,0,0,0,0,1
"loc16",23,0,0,0,0,5,1,0,0,0,0,0,0,0,2,0,0,1,14,0,0,0,0,0,13,0,12,0,35,1,8,3,6,0,1,4,9,0,1,0,0,0,0,5,0,15,0,0,0,8,14,1,1,0,21,10,9,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,10,0,0,0,0,0,2,1,0,21,0,0,5,8,11,5,0,0,0,5,0,0,0
"loc17",27,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,13,0,0,0,2,0,9,0,15,0,19,1,4,3,5,0,3,7,14,0,2,0,0,0,0,1,0,10,0,0,0,10,8,0,1,0,5,5,3,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,6,0,0,0,0,0,0,1,0,24,0,0,0,9,8,7,0,0,0,6,0,0,1
"loc18",29,0,0,2,0,5,1,0,0,0,0,0,0,0,4,0,0,1,13,0,0,0,4,0,11,0,15,0,36,1,5,2,6,1,0,14,14,0,2,0,0,0,0,7,0,21,1,0,2,11,9,0,1,0,12,9,9,3,0,0,5,0,0,0,0,0,2,0,1,0,0,0,0,1,7,5,0,7,0,0,0,1,0,0,8,0,30,0,0,0,16,10,13,0,0,1,8,0,0,2
"loc19",20,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,2,17,0,0,0,4,0,7,0,18,0,37,2,6,6,9,0,3,15,8,0,0,0,0,0,0,4,0,20,1,0,0,18,15,1,2,0,8,9,15,0,0,2,6,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,0,13,0,0,0,0,0,0,1,0,29,0,0,0,14,5,12,1,0,0,13,0,0,0
"loc20",26,0,1,2,0,2,2,0,2,1,0,0,0,0,6,0,0,0,12,0,3,0,1,0,5,0,13,0,25,3,4,3,5,0,1,13,14,0,1,0,0,0,1,3,0,11,0,0,1,9,1,0,0,1,8,8,10,3,1,2,3,0,0,1,0,0,1,0,0,0,2,0,0,1,1,12,0,5,2,0,0,2,0,0,3,0,18,0,0,1,15,7,6,0,0,0,10,1,3,2
"loc21",19,0,0,0,0,4,0,0,1,0,0,0,0,0,2,0,0,2,8,0,0,0,0,0,6,0,8,0,17,2,4,2,3,0,1,4,8,0,1,0,0,0,0,4,0,5,0,0,0,13,6,0,1,0,5,5,12,1,0,1,7,0,0,0,0,0,2,0,0,0,0,0,0,0,1,9,0,9,0,0,0,0,0,2,0,0,20,0,0,4,7,8,4,0,0,0,1,0,0,1
"loc22",25,0,0,2,0,3,10,0,0,1,0,0,0,0,3,0,0,2,12,0,1,0,0,0,10,0,11,0,14,1,4,4,4,0,1,9,11,0,2,0,0,0,1,4,0,12,2,0,1,18,9,0,0,2,6,1,3,1,1,1,8,0,0,0,1,0,3,1,0,0,0,0,0,1,2,7,2,7,1,0,0,1,0,0,0,0,11,0,0,0,10,2,7,0,0,1,14,0,1,1
"loc23",18,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,1,14,0,0,0,1,0,3,0,12,0,22,7,7,3,8,0,0,19,16,0,5,0,0,0,0,4,0,13,1,0,0,19,7,0,1,0,12,7,7,2,0,1,7,0,0,0,0,0,3,0,0,0,0,0,0,1,1,4,0,1,0,0,0,0,0,1,2,0,31,0,0,2,8,3,11,0,0,0,6,0,0,0
"loc24",23,0,0,0,0,8,0,0,1,0,0,0,0,0,3,0,0,0,18,0,0,0,1,0,7,0,17,0,36,4,8,2,7,0,4,14,14,0,2,0,0,0,0,2,0,15,0,0,0,12,7,0,0,0,19,9,15,0,0,1,10,0,0,0,0,0,1,0,0,0,0,0,0,0,4,13,0,5,0,0,0,0,0,1,2,0,28,0,0,5,16,12,12,0,0,0,12,0,0,3
"loc25",26,0,0,0,0,6,0,0,0,0,0,0,0,0,9,0,0,1,20,0,0,0,1,0,6,0,10,0,33,4,8,4,6,0,1,6,15,0,2,0,0,0,0,4,0,12,1,0,0,14,11,0,0,0,11,6,14,1,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,1,10,0,5,0,0,0,0,0,1,5,0,30,0,0,1,10,7,11,0,0,0,6,0,0,2
"loc26",14,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,4,12,0,0,0,1,0,10,0,11,0,29,3,5,2,3,0,5,15,11,0,1,0,0,0,0,3,0,18,0,0,0,11,6,0,1,0,5,8,15,1,0,1,8,0,0,0,0,0,4,0,0,0,0,0,0,0,3,9,0,8,0,0,0,0,0,2,1,0,18,0,0,3,8,7,15,0,0,0,5,0,0,0
"loc27",19,0,0,0,0,8,0,0,0,0,0,0,0,0,5,0,0,3,8,0,0,0,1,0,4,0,13,0,46,3,11,2,10,0,2,10,16,0,1,0,0,0,0,6,0,19,1,0,0,11,7,0,1,0,13,5,11,1,0,1,10,0,0,0,0,0,2,0,0,0,0,0,0,0,2,7,0,10,0,0,0,0,0,1,6,0,25,0,0,2,10,12,7,2,0,0,6,1,0,2
"loc28",18,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,5,15,0,0,0,0,0,8,0,12,0,26,1,4,0,4,0,0,11,13,0,1,0,0,0,0,4,0,8,0,0,0,15,8,0,1,0,5,5,9,2,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,1,11,0,15,0,0,0,0,0,1,0,0,18,0,0,3,9,6,10,0,0,0,5,0,0,0
"loc29",17,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,18,0,0,0,1,0,8,0,8,0,33,4,5,4,9,0,4,11,12,0,5,0,0,0,0,8,0,12,0,0,0,14,11,1,3,0,11,13,12,0,0,1,7,0,0,0,0,0,2,0,0,0,0,0,0,0,4,8,0,11,0,0,0,0,0,1,4,0,16,0,0,3,16,10,9,0,0,0,9,0,0,3
"loc30",24,0,0,0,0,5,0,0,1,0,0,0,0,0,5,0,0,5,15,0,0,0,0,0,8,0,12,0,41,5,5,2,11,0,0,8,13,0,2,0,0,0,0,2,0,20,1,0,0,14,16,0,0,0,18,5,17,0,0,0,12,0,0,0,0,0,2,0,0,0,0,0,0,0,3,4,0,8,0,0,0,0,0,3,5,0,27,0,0,7,7,4,7,1,0,0,15,0,0,1
"loc31",13,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,3,10,0,0,0,1,0,8,0,9,0,32,4,7,2,6,0,0,8,9,0,2,0,0,0,0,2,0,8,2,0,0,12,15,0,0,0,8,4,12,1,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,10,0,0,0,0,0,0,1,0,16,0,0,1,11,5,4,2,0,0,9,0,0,0
"loc32",27,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,6,7,0,0,0,0,0,9,0,7,0,42,7,4,5,7,0,2,9,17,0,3,0,0,0,0,3,0,11,0,0,0,11,9,0,0,0,7,15,13,1,0,0,11,0,0,0,0,0,1,0,0,0,0,0,0,0,3,4,0,7,0,0,0,0,0,0,2,0,17,0,0,3,11,8,12,1,0,0,7,0,0,2
"loc33",24,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,4,11,0,0,0,0,0,9,0,6,0,30,3,7,7,9,0,0,10,11,0,1,0,0,0,0,4,0,14,0,0,0,14,12,1,2,0,13,6,10,0,0,2,11,0,0,0,0,0,7,0,0,0,0,0,0,0,3,5,0,10,0,0,0,0,0,3,3,0,23,0,0,3,12,13,7,1,0,0,12,0,0,0
"loc34",13,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,3,13,0,0,0,1,0,4,0,5,0,29,3,9,1,8,0,0,7,9,0,3,0,0,0,0,1,0,17,0,0,0,7,6,0,1,0,4,3,11,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,2,0,0,0,0,0,0,2,0,15,0,0,5,14,5,10,1,0,0,4,0,0,0
"loc35",10,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,2,5,0,0,0,3,0,6,0,5,0,29,2,4,1,9,0,2,8,10,0,3,0,0,0,0,2,0,9,0,0,0,10,9,1,0,0,13,3,6,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,2,7,0,4,0,0,0,0,0,0,3,0,16,0,0,0,8,7,10,0,0,0,7,0,0,0
"loc36",25,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,1,22,0,0,0,1,0,9,0,11,0,29,4,7,2,13,0,2,18,16,0,3,0,0,0,0,6,0,17,1,0,0,12,10,2,0,0,15,6,15,0,0,0,13,0,0,0,0,0,1,0,0,0,0,0,0,0,1,13,0,11,0,0,0,0,0,2,4,0,34,0,0,5,13,9,15,0,0,0,12,0,0,0
"loc37",16,0,0,0,0,6,0,0,2,0,0,0,0,0,2,0,0,1,8,0,0,0,1,0,9,0,7,0,27,5,6,4,5,0,1,10,13,0,1,0,0,0,0,1,0,12,0,0,0,15,9,0,0,0,8,8,9,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,1,2,0,25,0,0,2,14,12,20,0,0,0,12,0,0,0
"loc38",22,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,3,12,0,1,0,1,0,6,0,12,0,20,5,0,3,5,0,0,13,8,0,3,0,0,0,0,2,0,19,0,0,0,12,8,0,0,0,10,3,7,0,0,1,6,0,0,0,0,0,2,0,0,0,0,0,0,0,4,3,0,6,0,0,0,0,0,2,0,0,25,0,0,1,11,8,14,0,0,0,8,0,0,2
"loc39",12,0,0,0,0,4,1,0,1,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,3,0,5,0,18,3,8,1,5,0,1,12,8,0,1,0,0,0,0,3,0,11,0,0,0,11,6,1,2,0,8,3,10,1,0,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,0,4,0,0,0,0,0,0,1,0,13,0,0,1,8,6,3,0,0,0,7,0,0,0
"loc40",15,0,0,0,0,8,0,0,0,0,0,0,0,0,5,0,0,2,14,0,0,0,0,0,6,0,7,0,21,4,3,2,7,0,2,16,19,0,3,0,0,0,0,3,0,10,1,0,0,11,6,1,0,0,13,7,12,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,5,0,0,0,0,0,0,3,0,21,0,0,4,11,6,6,0,0,0,4,0,0,1
"loc41",27,0,0,0,0,7,0,0,0,0,0,0,0,0,6,0,0,3,12,0,0,0,0,0,5,0,19,0,37,2,9,3,12,0,0,8,18,0,0,0,0,0,1,7,0,10,1,0,0,13,9,0,2,0,16,10,6,0,0,0,15,0,0,0,0,0,1,0,0,0,0,0,0,0,2,9,0,6,0,0,0,0,0,1,3,0,26,0,0,3,8,9,18,1,0,0,8,0,0,1
"loc42",23,0,0,0,0,9,0,0,2,0,0,0,0,0,4,0,0,4,13,0,0,0,0,0,8,0,12,0,31,6,5,1,9,0,4,6,19,0,1,0,0,0,0,4,0,18,0,0,0,6,12,1,1,0,11,9,12,0,0,1,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,3,0,19,0,0,4,11,6,9,3,0,0,7,0,0,0
"loc43",12,0,0,1,0,4,1,0,1,0,0,0,0,0,1,0,0,1,7,0,0,0,0,0,3,1,9,0,18,3,6,0,8,0,0,7,11,0,1,0,0,0,0,3,0,9,0,0,0,12,10,0,1,0,6,8,6,2,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,8,1,0,0,2,0,1,2,0,17,0,0,4,12,4,6,1,0,0,5,1,0,1
"loc44",20,0,0,0,0,9,0,0,0,0,0,0,0,0,4,0,0,2,16,0,0,0,0,0,2,0,14,0,44,3,4,3,8,0,1,19,15,0,2,0,0,0,0,6,0,13,1,0,0,8,10,0,1,0,9,8,6,0,0,0,13,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,0,5,0,0,0,0,0,0,2,0,22,0,0,3,14,10,10,0,0,0,7,0,0,3
"loc45",14,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,3,0,6,0,20,2,4,6,6,0,0,7,7,0,1,0,0,0,0,0,0,10,1,0,0,15,7,1,0,0,8,3,5,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0,0,1,0,0,0,0,19,0,0,1,7,4,6,0,0,0,3,0,0,3
"loc46",16,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,1,9,0,0,0,2,0,0,0,13,0,25,1,4,5,7,0,0,6,13,0,1,0,0,0,0,3,0,9,1,0,0,18,9,1,0,0,11,4,7,2,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,9,0,0,0,0,0,0,3,0,25,0,0,1,19,10,5,1,0,0,9,0,0,1
"loc47",11,0,0,1,0,2,2,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,3,0,6,0,20,2,3,2,5,0,0,9,6,0,0,0,0,0,0,0,0,8,1,0,0,13,5,0,0,0,5,7,6,0,1,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,2,8,0,9,0,0,0,1,0,2,1,0,17,0,0,6,12,3,8,0,0,0,5,0,0,3
"loc48",24,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,2,17,0,0,0,1,0,5,0,13,0,30,2,7,1,12,0,2,16,16,0,2,0,0,0,0,2,0,16,0,0,0,13,9,0,0,0,12,11,13,0,0,1,10,0,0,0,0,0,2,0,0,0,0,0,0,0,1,7,0,8,0,0,0,0,0,1,4,0,24,0,0,6,19,7,14,2,0,0,11,0,0,2
"loc49",23,0,0,0,0,3,0,0,1,0,0,0,0,0,4,0,0,6,8,0,0,0,1,0,4,0,9,0,33,4,6,3,4,0,2,13,13,0,2,0,0,0,0,6,0,12,0,0,0,11,10,0,0,0,12,5,8,2,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,4,9,0,6,0,0,0,0,0,1,1,0,16,0,0,1,17,2,9,1,0,0,4,0,0,0
"loc50",19,0,0,0,0,9,0,0,0,0,0,0,0,0,7,0,0,4,25,0,0,0,2,0,8,0,11,0,36,6,7,0,10,0,5,14,13,0,1,0,0,0,0,8,0,14,0,0,0,21,14,0,1,0,17,9,12,1,0,2,8,0,0,0,0,0,2,0,0,1,0,0,0,0,0,11,0,9,0,0,0,1,0,2,6,0,28,0,0,2,11,9,14,2,0,0,13,0,1,1
"loc51",24,0,0,0,0,8,0,0,0,0,0,0,0,0,5,0,0,1,13,0,0,0,2,0,4,0,8,0,27,3,8,2,6,0,1,13,12,0,2,0,0,0,0,3,0,20,0,0,0,19,13,0,1,0,10,7,13,2,0,1,13,0,0,0,0,0,4,0,0,0,0,0,0,0,1,4,0,10,0,0,0,0,0,1,2,0,18,0,0,5,9,10,16,0,0,0,14,0,0,1
"loc52",24,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,3,9,0,0,0,1,0,6,0,13,0,32,3,3,2,10,0,1,16,15,0,1,0,0,0,0,6,0,18,0,0,0,13,6,0,1,0,16,6,12,0,0,1,9,0,0,0,0,0,4,0,0,0,0,0,0,0,3,6,0,14,0,0,0,0,0,1,5,0,31,0,0,7,8,8,18,1,0,0,5,0,0,1
"loc53",16,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,1,5,0,0,0,2,0,3,0,17,0,37,1,1,3,6,0,2,7,7,0,2,0,0,0,0,3,0,9,0,0,0,11,7,0,1,0,6,3,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,6,1,0,0,0,0,1,0,0,18,0,0,1,10,4,4,1,0,0,5,0,0,3
"loc54",24,0,0,1,0,10,1,0,0,0,0,0,0,1,3,0,0,3,16,1,0,1,2,0,8,0,16,0,31,1,6,2,8,0,2,19,21,0,1,0,0,0,0,2,0,19,0,0,0,17,8,2,1,1,9,5,16,2,2,1,5,0,0,0,0,0,2,0,0,0,0,0,0,1,3,6,0,8,0,0,0,1,0,1,3,0,26,0,0,5,23,8,8,1,0,0,15,0,0,0
"loc55",9,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,3,8,0,0,0,0,0,5,0,8,0,23,2,6,2,3,0,1,7,10,0,0,0,0,0,0,7,0,6,0,0,0,12,5,1,0,0,9,3,4,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,2,3,0,17,0,0,0,7,10,7,0,0,0,7,0,0,1
"loc56",25,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,8,17,0,0,0,1,0,7,0,10,0,35,4,7,2,10,0,0,13,16,0,1,0,0,0,0,7,0,12,1,0,0,15,9,1,1,0,14,11,18,0,0,1,6,0,0,0,0,0,5,0,0,0,0,0,0,0,1,11,0,15,0,0,0,0,0,1,2,0,24,0,0,10,11,12,19,1,0,0,13,0,0,0
"loc57",16,0,0,0,0,9,0,0,0,0,0,0,0,0,4,0,0,2,13,0,0,0,0,0,5,0,6,0,19,4,6,2,6,0,1,6,10,0,1,0,0,0,0,3,0,11,1,0,0,8,13,0,0,0,17,8,13,0,0,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,2,10,0,12,0,0,0,0,0,1,0,0,20,0,0,2,9,5,12,1,0,0,8,0,0,1
"loc58",29,0,0,1,0,4,5,0,0,0,0,0,0,0,3,0,0,4,15,0,0,0,1,0,9,0,11,0,35,1,9,3,9,0,1,16,13,1,5,0,0,0,0,3,0,21,0,0,0,19,12,0,0,0,13,7,12,2,1,0,13,0,0,1,0,0,0,0,0,0,0,0,0,1,5,6,1,11,2,0,0,0,0,1,3,0,25,0,0,5,18,4,13,0,0,1,13,1,2,0
"loc59",24,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,3,8,0,0,0,2,0,4,0,10,0,17,3,5,2,6,0,0,10,6,0,3,0,0,0,0,5,0,18,0,0,0,8,4,0,0,0,18,6,11,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,1,9,0,3,0,0,0,0,0,1,6,0,27,0,0,3,12,6,9,0,0,0,2,0,0,0
"loc60",19,0,0,0,0,4,0,0,1,0,0,0,0,0,2,0,0,2,11,0,0,0,0,0,11,0,9,0,35,4,8,2,3,0,3,20,14,0,2,0,0,0,0,3,0,22,0,0,0,17,15,0,0,0,11,3,13,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,4,2,0,10,0,0,0,0,0,1,2,0,15,0,0,3,15,7,10,0,0,0,11,0,0,0
"loc61",30,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,5,15,0,0,0,4,0,5,0,13,0,43,3,9,4,7,0,5,22,13,0,2,0,0,0,0,10,0,12,0,0,0,6,12,1,0,0,7,7,13,1,0,0,8,0,0,0,0,0,4,0,0,0,0,0,0,0,4,10,0,11,0,0,0,0,0,1,1,0,26,0,0,5,16,9,11,1,0,0,12,0,0,0
"loc62",20,0,0,0,0,9,0,0,0,0,0,0,0,0,4,0,0,2,14,0,0,0,1,0,5,0,16,0,33,2,6,4,7,0,3,10,18,0,0,0,0,0,0,4,0,15,0,0,0,12,9,0,0,1,16,6,11,1,0,0,7,0,0,1,0,0,1,0,0,0,2,0,0,0,2,12,0,11,0,0,0,0,0,1,2,0,33,0,0,1,6,6,15,0,0,0,17,0,0,1
"loc63",23,0,0,0,0,7,0,0,1,0,0,0,0,0,5,0,0,3,16,0,0,0,5,0,6,0,17,0,34,6,6,3,7,0,3,16,16,0,4,0,0,0,0,5,0,14,0,0,0,19,10,1,0,0,12,7,17,0,0,1,10,0,0,0,0,0,2,0,0,0,0,0,0,0,1,9,0,9,0,0,0,0,0,1,2,0,20,0,0,5,13,9,4,2,0,0,11,0,0,1
"loc64",30,0,0,0,0,7,2,0,0,0,0,0,0,1,1,0,0,1,14,0,1,0,1,0,6,0,11,0,33,1,8,3,7,0,1,8,9,0,0,0,0,0,0,1,0,13,0,0,0,16,9,0,1,0,10,14,19,1,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,1,7,0,7,0,0,0,0,0,0,3,0,23,0,0,7,20,8,9,0,0,1,15,0,1,2
