"","spp1","spp2","spp3","spp4","spp5","spp6","spp7","spp8","spp9","spp10","spp11","spp12","spp13","spp14","spp15","spp16","spp17","spp18","spp19","spp20","spp21","spp22","spp23","spp24","spp25","spp26","spp27","spp28","spp29","spp30","spp31","spp32","spp33","spp34","spp35","spp36","spp37","spp38","spp39","spp40","spp41","spp42","spp43","spp44","spp45","spp46","spp47","spp48","spp49","spp50","spp51","spp52","spp53","spp54","spp55","spp56","spp57","spp58","spp59","spp60","spp61","spp62","spp63","spp64","spp65","spp66","spp67","spp68","spp69","spp70","spp71","spp72","spp73","spp74","spp75","spp76","spp77","spp78","spp79","spp80","spp81","spp82","spp83","spp84","spp85","spp86","spp87","spp88","spp89","spp90","spp91","spp92","spp93","spp94","spp95","spp96","spp97","spp98","spp99","spp100"
"loc11",1,0,1,11,3,0,0,8,2,4,2,1,5,1,0,1,0,3,2,0,0,0,0,1,0,0,0,0,1,2,0,1,0,2,0,1,8,1,2,0,2,7,5,1,1,2,0,0,2,0,1,1,0,2,1,3,3,0,0,0,0,0,1,2,1,6,2,1,6,0,0,0,1,2,0,1,0,5,1,0,8,0,1,0,1,5,0,7,1,0,0,1,0,2,1,1,2,0,0,5
"loc12",3,5,5,11,3,0,6,10,1,5,1,0,1,2,3,0,1,1,5,2,0,1,0,3,1,0,1,1,0,2,0,0,1,2,3,2,3,1,1,0,1,6,1,2,3,1,1,1,3,2,2,1,0,3,1,7,2,1,0,0,0,3,0,4,1,3,2,1,1,0,1,1,0,2,1,4,1,4,0,1,5,1,0,0,0,7,1,7,2,0,2,2,0,3,0,1,4,1,0,1
"loc13",0,1,1,4,3,1,6,1,2,1,1,0,0,1,0,0,0,0,1,2,2,1,1,1,0,0,2,1,2,6,3,1,1,0,0,2,2,0,0,0,0,4,5,1,0,0,0,0,4,1,1,1,0,5,0,1,5,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,1,7,0,0,1,0,4,0,0,2,0,0,9,0,0,3
"loc14",17,0,2,1,17,0,2,1,0,0,0,1,5,1,0,0,0,2,1,3,0,0,0,7,3,5,4,1,0,0,3,1,1,0,0,0,0,0,0,0,4,3,1,4,3,1,4,0,5,0,2,1,0,1,1,0,4,1,1,0,0,1,3,1,1,5,4,1,1,0,0,0,0,12,0,7,0,1,1,1,3,3,1,0,0,0,0,4,0,0,0,0,0,5,8,0,1,2,0,3
"loc15",1,1,9,1,0,3,9,6,0,1,0,2,0,0,1,0,1,1,0,0,4,1,0,1,4,0,4,2,3,3,0,0,0,0,5,0,1,0,1,0,1,1,2,0,5,3,0,1,1,1,3,1,0,1,0,2,4,1,3,1,0,1,0,1,0,4,0,0,2,1,1,0,0,6,0,2,1,2,1,1,0,6,0,0,0,5,0,1,4,0,0,1,0,0,3,2,7,1,0,4
"loc16",0,19,0,0,0,15,0,0,0,0,0,0,1,4,1,0,1,2,1,1,0,2,0,3,0,2,5,0,7,12,0,1,3,0,7,1,0,2,0,0,3,0,12,0,5,1,0,2,2,2,0,6,0,6,1,3,5,1,0,0,0,8,0,1,0,4,3,3,0,0,0,1,0,0,0,0,0,5,1,1,2,0,0,0,0,0,0,4,3,0,6,1,0,3,0,2,5,1,5,0
"loc17",11,0,2,1,12,0,1,0,2,0,1,1,2,3,0,0,0,2,2,2,0,0,0,5,2,7,0,0,0,0,1,1,1,0,0,0,0,1,0,0,2,4,2,4,0,3,3,0,3,7,0,1,0,3,5,1,5,2,0,0,0,3,1,3,0,3,4,1,4,0,0,1,0,6,0,1,0,1,5,4,3,2,1,1,0,1,0,4,0,2,0,2,0,10,7,0,2,1,2,0
"loc18",2,2,1,0,5,2,2,0,0,0,0,2,1,0,0,0,2,0,1,0,0,1,0,2,2,1,5,1,2,3,1,0,3,0,1,0,0,1,0,1,1,0,2,1,0,0,0,1,0,0,1,2,0,1,0,3,2,0,1,0,0,3,1,0,0,4,1,0,2,0,1,0,0,0,0,1,0,0,1,1,0,2,0,0,0,2,1,3,4,1,1,1,1,1,4,0,3,1,3,0
"loc19",4,4,0,1,4,1,0,0,0,0,0,1,0,3,1,0,1,3,2,0,0,0,0,3,0,3,1,0,0,2,1,0,2,0,4,3,0,0,0,0,1,5,3,1,2,2,0,0,2,1,0,4,0,3,3,1,6,1,0,0,0,3,0,2,0,5,2,4,1,0,1,0,0,4,1,0,2,1,3,0,2,5,0,0,1,0,0,2,1,0,1,0,0,2,2,2,2,0,3,1
"loc20",2,0,11,0,3,0,12,1,0,0,0,2,0,2,3,0,0,1,1,1,1,2,0,3,4,1,2,0,0,0,3,0,0,0,4,0,0,0,0,1,0,1,9,1,5,1,3,0,1,0,6,2,0,1,2,2,4,1,2,0,0,1,0,2,1,7,0,0,1,0,2,0,0,3,0,3,1,0,0,1,1,7,0,0,0,2,0,0,6,0,1,1,0,3,5,0,1,1,1,4
"loc21",5,2,3,1,8,0,1,0,0,0,0,1,0,1,3,1,2,4,2,0,0,1,1,2,1,4,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,3,1,3,0,0,1,0,1,0,0,0,2,0,1,1,0,0,0,3,0,3,1,1,2,1,0,0,1,0,1,3,1,1,0,0,1,0,3,2,2,0,1,0,0,3,0,0,0,0,0,2,2,0,4,1,1,0
"loc22",5,1,3,1,17,0,3,1,2,0,0,2,4,2,0,0,1,2,0,1,0,0,0,9,4,7,0,0,0,1,4,1,0,0,2,1,0,0,0,0,0,3,2,5,0,6,6,0,4,1,0,2,1,1,4,2,3,1,0,0,0,0,1,3,0,3,2,0,2,0,1,0,0,4,0,0,0,1,6,1,5,6,0,0,0,2,0,7,2,0,0,1,0,8,6,0,4,0,0,0
"loc23",0,0,6,9,2,0,5,10,4,2,2,2,3,1,0,0,2,3,1,3,2,1,0,2,1,1,3,3,5,2,1,2,0,6,1,2,3,0,1,1,0,4,4,2,3,3,0,1,0,0,7,0,0,3,0,9,1,1,2,0,0,2,0,0,2,4,1,0,0,0,0,0,0,3,1,2,0,1,0,1,4,2,0,0,3,2,2,2,2,0,1,1,0,2,2,1,4,3,0,2
"loc24",1,2,1,7,1,0,4,9,1,1,3,2,0,2,0,0,1,4,2,1,0,2,0,1,1,1,0,0,2,7,1,2,1,2,2,6,5,0,4,0,0,4,5,1,5,1,0,1,4,0,3,0,0,1,1,5,4,0,1,1,0,1,0,6,3,2,0,2,0,0,1,1,0,3,0,1,0,0,2,0,1,1,4,0,1,2,1,4,0,0,0,0,0,0,0,3,3,0,1,6
"loc25",10,1,2,0,5,1,6,2,0,0,1,1,3,4,1,0,2,3,2,2,2,0,1,3,8,3,3,0,1,0,3,1,1,1,2,0,0,0,0,0,2,1,3,0,0,5,1,1,3,0,3,2,1,2,4,0,6,1,0,0,0,2,3,6,0,3,5,1,1,0,0,0,0,6,1,3,0,3,3,2,2,4,0,0,1,1,0,4,1,0,0,0,0,12,10,0,9,0,0,2
"loc26",7,0,1,0,6,1,1,0,0,0,0,3,2,1,0,0,1,2,1,0,0,1,0,1,7,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,3,0,1,1,0,3,0,0,1,0,4,0,2,0,0,3,2,0,0,4,0,3,1,1,0,0,0,3,0,0,0,2,4,2,1,3,0,0,0,2,0,1,1,0,1,0,0,4,4,0,1,1,0,1
"loc27",2,2,6,0,1,2,8,1,0,0,0,4,1,1,3,0,1,2,0,0,0,4,1,1,1,0,1,0,1,2,3,0,1,0,2,0,0,0,0,0,1,0,5,0,2,0,0,2,3,1,4,1,0,3,1,4,3,1,1,0,0,4,2,1,2,6,1,0,3,0,0,0,0,8,0,3,0,1,0,0,0,1,0,0,1,1,0,0,4,0,2,1,0,4,2,0,4,0,2,1
"loc28",1,0,6,0,3,0,4,1,0,0,1,2,0,1,0,1,1,0,3,2,1,2,0,2,5,1,3,0,0,1,3,0,0,0,0,0,1,0,0,0,1,1,2,1,1,2,2,0,3,1,4,1,0,1,1,0,4,3,2,0,0,1,0,2,1,2,1,0,4,1,3,0,0,9,0,1,2,1,1,1,4,2,1,0,0,4,1,3,1,0,1,0,0,2,3,0,2,1,2,5
"loc29",8,0,1,0,9,0,4,2,1,0,0,2,0,2,1,0,1,3,0,0,0,1,0,1,1,3,1,1,0,0,3,1,1,1,1,0,3,0,1,1,1,2,3,6,3,3,0,0,1,2,0,1,0,1,2,0,5,0,0,0,0,1,2,3,1,1,2,2,2,1,1,0,0,2,0,1,0,0,3,1,5,4,0,1,0,2,0,1,4,0,0,0,0,10,9,0,3,1,0,2
"loc30",2,5,3,1,1,8,2,0,1,0,0,0,0,1,0,1,0,4,1,0,0,2,1,3,0,0,4,0,1,4,0,1,2,1,5,2,1,0,1,0,2,0,1,0,3,4,0,2,1,2,0,1,0,2,2,3,1,1,0,0,0,2,1,0,0,2,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,4,0,0,3,1,1,4,0,2,5
"loc31",3,0,0,13,1,1,0,11,2,2,0,2,2,1,0,1,0,2,1,2,0,1,0,0,1,0,1,0,0,7,1,1,0,4,1,2,4,0,2,0,0,7,1,3,1,3,1,0,4,1,0,0,0,3,2,3,2,0,1,0,0,1,0,5,2,3,0,1,3,2,0,1,0,5,1,0,0,4,4,1,2,2,0,0,1,3,1,4,1,0,0,1,0,1,1,0,4,1,0,5
"loc32",0,0,9,4,0,0,5,1,0,0,0,3,1,0,0,0,0,0,0,2,0,0,0,1,2,0,1,0,1,1,4,2,1,1,1,0,2,0,2,1,0,3,8,0,2,0,0,0,0,0,2,0,0,0,0,1,2,0,0,0,0,1,0,1,0,3,0,0,3,0,0,0,0,6,0,3,0,2,0,0,0,7,0,0,0,1,0,0,2,0,0,0,1,0,4,0,0,0,1,3
"loc33",5,0,8,0,5,1,10,2,0,0,0,0,3,4,0,0,0,1,0,0,3,2,0,3,3,4,6,0,0,1,3,1,0,0,1,1,1,1,0,0,0,5,3,0,1,3,1,0,6,1,1,0,0,2,7,2,1,2,1,0,0,2,0,2,1,1,1,3,1,0,1,0,0,5,0,2,0,1,3,1,2,4,0,0,1,4,0,6,1,0,3,0,0,4,5,1,1,1,0,3
"loc34",5,2,6,3,1,2,4,2,1,0,0,4,1,2,0,1,1,1,0,0,0,2,0,2,4,0,2,0,1,2,2,0,0,1,5,0,2,0,1,0,3,6,4,0,4,2,0,0,2,0,0,1,0,1,2,1,1,0,2,0,0,2,1,3,2,4,0,1,2,0,0,1,0,5,0,4,0,1,1,0,2,4,0,0,0,2,0,4,3,0,1,0,0,3,4,0,6,1,0,6
"loc35",2,1,4,3,2,2,4,5,2,0,2,1,0,3,0,1,2,3,3,1,0,1,0,2,5,1,4,3,1,5,1,0,1,1,0,1,2,0,0,0,3,5,11,1,5,1,0,0,1,0,1,0,0,3,0,4,4,2,4,0,0,0,1,2,0,4,0,1,1,0,1,0,0,1,1,3,0,3,1,1,3,4,0,0,3,4,0,3,2,1,1,1,0,1,5,0,4,0,1,3
"loc36",8,0,1,0,6,0,2,0,0,0,0,4,1,1,1,0,2,3,4,1,1,0,0,3,3,1,1,0,0,0,2,0,0,2,0,0,0,1,0,0,2,1,2,1,2,4,0,3,3,3,0,0,0,2,5,2,3,2,2,0,0,2,0,4,1,3,0,1,4,0,0,0,0,2,0,2,0,0,2,3,1,3,0,0,0,0,0,3,3,0,0,0,0,3,3,0,6,0,0,3
"loc37",0,2,4,5,0,4,3,1,0,0,1,3,3,1,0,1,2,2,1,1,2,0,0,0,0,0,2,0,3,6,1,2,2,3,3,1,2,0,0,0,1,2,3,0,1,0,0,0,2,1,0,2,0,2,0,0,2,0,0,0,0,1,0,0,3,3,2,1,0,0,0,0,0,4,0,0,0,1,0,0,2,2,0,0,1,1,0,1,1,0,4,2,0,1,1,2,0,0,0,2
"loc38",4,0,4,6,4,0,2,4,0,0,1,2,1,0,1,1,0,2,1,0,0,1,0,0,1,0,1,0,0,2,2,0,0,0,1,1,2,1,2,0,2,2,2,2,4,1,2,0,6,0,0,0,0,2,1,3,2,0,2,0,0,0,1,6,2,4,1,0,0,0,0,0,0,0,1,1,0,0,1,0,4,3,2,0,0,3,0,6,1,0,0,1,0,4,3,0,2,0,0,7
"loc39",0,2,0,9,0,5,0,11,0,2,0,0,0,1,0,1,1,3,3,1,0,2,0,2,1,0,0,0,2,5,0,2,0,1,3,1,3,1,0,0,2,1,1,2,4,0,1,1,1,1,0,3,0,3,0,2,2,0,1,0,0,1,0,1,1,4,0,1,1,0,0,1,0,1,1,0,0,2,0,0,4,0,0,0,1,1,2,5,2,0,0,0,0,3,0,1,4,0,1,1
"loc40",0,2,13,0,0,2,9,0,0,0,0,1,0,0,1,0,0,1,1,0,2,1,0,1,0,1,4,0,1,1,4,0,1,0,1,1,0,0,0,0,0,1,5,1,5,0,0,0,2,1,4,0,1,1,1,2,2,2,3,1,0,0,0,0,2,4,1,0,0,0,1,0,0,8,0,4,0,0,0,0,1,5,0,0,0,2,0,1,6,0,2,1,0,1,3,0,5,0,1,1
"loc41",3,2,0,3,12,2,0,4,2,0,1,2,3,5,0,0,2,3,2,3,2,0,0,5,2,4,0,0,2,3,2,4,1,1,0,1,2,0,0,0,1,3,2,2,0,4,2,0,4,3,1,1,0,1,4,0,2,1,0,1,0,3,1,1,1,2,1,1,2,0,0,0,1,4,1,2,0,3,2,0,3,2,1,0,4,2,0,7,0,0,0,2,0,6,2,1,3,0,0,6
"loc42",0,3,6,0,1,6,2,0,0,0,0,4,1,0,0,0,0,1,0,0,1,2,1,1,4,1,3,0,0,1,1,1,2,1,3,0,0,1,2,0,4,1,3,2,3,1,0,3,0,0,2,1,0,0,0,2,2,1,2,0,0,1,1,0,1,5,1,1,0,0,0,0,0,7,0,3,0,3,2,1,1,5,1,0,0,3,0,1,1,0,4,2,0,1,5,1,2,0,2,1
"loc43",7,0,1,7,3,0,2,8,0,1,0,1,3,2,0,0,0,3,2,0,0,0,0,3,0,2,0,0,0,1,3,1,0,5,0,2,6,0,1,0,1,4,4,8,2,2,1,0,0,1,1,1,1,1,0,3,3,0,0,0,0,1,0,5,0,1,0,1,1,0,0,0,0,3,0,0,0,0,2,0,5,1,1,0,1,2,0,6,0,0,1,1,0,3,5,1,5,0,1,4
"loc44",1,2,0,8,1,1,1,8,0,4,1,0,0,1,1,3,1,1,1,3,0,3,0,2,0,1,1,2,2,8,0,1,0,1,0,8,9,0,2,0,0,3,4,3,3,3,0,0,4,1,3,1,0,1,1,2,1,0,0,0,0,2,1,3,2,2,0,3,2,0,2,0,0,1,0,0,0,2,0,0,3,2,1,1,2,2,1,2,0,0,0,0,0,0,0,1,3,2,1,2
"loc45",7,1,0,0,8,2,0,0,1,1,0,2,1,3,1,0,0,2,2,3,0,1,0,5,1,4,1,0,0,2,5,0,3,0,1,0,0,0,0,0,1,3,0,2,1,5,3,0,3,3,0,0,0,2,2,0,6,0,0,0,0,3,1,4,0,4,0,2,2,0,1,0,0,1,0,0,0,1,1,1,3,3,0,0,0,0,0,2,0,0,0,0,0,3,8,0,2,1,1,0
"loc46",0,0,9,8,0,0,5,13,3,0,2,5,2,2,1,2,0,0,5,0,0,1,0,1,0,1,2,1,2,4,0,0,0,3,4,5,6,0,2,0,0,5,2,2,3,0,1,0,3,1,3,0,0,1,0,5,1,1,2,0,0,0,1,1,4,0,0,1,5,0,1,0,0,8,0,4,1,4,1,0,2,3,2,0,4,3,1,0,4,2,1,0,1,0,6,0,4,2,0,5
"loc47",4,2,10,0,2,1,6,0,1,0,0,1,1,1,1,0,0,4,2,2,1,0,0,5,3,0,2,0,1,2,0,1,1,0,3,0,0,0,0,0,0,1,5,0,2,0,0,1,0,2,1,3,0,1,3,1,4,0,2,0,1,2,1,1,0,4,2,0,1,0,1,0,0,5,1,4,0,1,1,1,1,6,0,0,1,0,0,5,5,0,2,0,0,6,4,0,1,1,3,2
"loc48",0,0,0,10,6,0,0,10,2,1,4,2,2,2,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,2,0,0,1,0,0,3,1,4,1,1,2,0,1,0,0,1,0,0,1,2,1,0,0,0,0,1,1,6,1,2,0,1,1,0,1,1,1,4,0,1,0,0,1,0,1,2,1,0,0,1,0,1,0,0,0,0,0,2,3,0,2,1,0,2
"loc49",0,0,2,7,4,0,2,7,1,0,0,1,1,2,0,1,0,0,0,3,1,0,0,1,0,1,1,0,2,5,0,0,0,2,1,2,4,0,2,0,1,8,1,2,2,1,1,0,4,1,0,1,0,1,1,1,1,1,1,0,0,0,0,4,2,3,0,2,0,0,0,0,0,6,0,2,0,1,2,0,8,1,1,1,0,1,1,2,3,0,0,0,0,4,2,1,1,1,1,4
"loc50",3,1,2,11,1,1,3,17,2,2,1,1,1,0,0,1,0,2,3,4,1,0,0,1,1,2,3,0,0,4,1,1,0,2,0,2,5,1,3,0,1,9,1,3,4,4,0,0,3,0,5,0,0,3,1,10,1,1,0,0,0,1,0,4,0,2,2,1,2,0,0,2,0,2,0,3,0,1,0,1,2,4,2,1,0,3,1,6,1,1,1,1,0,1,1,0,3,2,0,5
"loc51",1,6,1,8,1,2,0,9,0,0,1,1,0,0,0,1,0,4,3,2,1,0,0,0,0,1,3,0,2,8,0,3,0,2,2,3,1,1,0,0,1,1,4,0,3,0,0,1,1,2,1,0,0,2,2,4,2,0,0,1,0,1,1,2,1,2,1,0,2,0,1,0,0,4,0,0,0,3,0,1,2,0,1,0,3,3,1,3,1,0,0,1,0,2,2,1,3,0,1,4
"loc52",9,0,0,5,6,0,0,5,1,1,2,0,1,3,0,1,0,2,1,1,1,0,0,1,0,3,0,0,4,2,0,0,0,0,0,3,7,0,3,0,4,6,0,3,1,0,0,0,0,2,1,0,0,3,1,1,2,1,0,0,0,1,2,2,1,4,3,0,0,0,0,1,0,0,0,2,1,0,3,0,4,4,1,0,1,2,0,3,2,0,1,0,0,2,4,0,3,0,0,1
"loc53",15,2,0,0,10,0,0,0,0,0,0,5,1,2,1,0,3,1,1,4,0,1,0,4,5,7,0,0,0,2,2,0,3,0,3,1,0,1,0,0,1,3,1,4,0,2,3,0,4,4,0,1,0,3,2,3,4,0,0,1,0,4,3,4,0,7,1,1,1,0,0,0,0,5,0,1,0,1,3,1,2,3,0,0,0,1,0,3,1,0,1,0,0,4,9,3,1,0,2,1
"loc54",4,0,0,9,6,0,0,5,2,0,2,4,0,3,0,0,0,2,2,1,1,0,0,2,1,1,0,3,4,1,0,2,0,0,0,0,5,0,3,0,1,7,0,4,4,0,1,2,1,0,1,1,0,0,1,2,1,0,0,0,0,1,3,3,0,1,1,1,0,0,0,0,0,1,0,1,0,2,1,0,4,1,1,0,1,2,1,2,0,0,0,1,0,2,2,1,2,1,0,0
"loc55",11,2,0,0,14,2,0,0,0,0,0,0,1,3,0,0,1,3,2,3,1,1,0,6,3,4,1,0,0,2,1,0,0,1,2,0,1,0,0,0,2,3,4,5,0,3,2,0,1,1,2,3,0,2,4,0,4,1,0,0,1,0,2,2,0,0,1,2,1,0,1,0,0,4,1,2,0,2,5,2,4,2,2,0,0,0,0,8,2,0,2,0,0,3,4,0,3,0,2,1
"loc56",1,7,11,0,1,7,8,0,1,0,0,1,0,3,1,0,0,4,0,0,0,3,0,1,4,2,6,0,0,6,1,1,2,0,8,1,1,1,1,0,1,0,3,0,3,1,0,2,0,2,5,4,0,2,0,2,5,0,2,0,0,2,0,0,0,9,2,2,3,0,2,0,0,0,1,2,0,3,1,1,2,3,0,0,0,3,0,0,7,0,1,0,1,3,3,2,4,0,1,4
"loc57",0,1,1,13,0,1,1,14,1,4,0,0,3,0,0,1,0,3,8,2,0,0,0,1,0,0,0,1,0,9,0,0,0,0,0,5,6,0,3,0,0,10,1,1,4,3,1,0,1,0,2,0,0,2,0,5,2,0,0,0,1,2,0,5,2,5,0,1,0,0,1,0,0,2,0,0,0,5,1,0,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,1,2,2,0,7
"loc58",0,0,19,0,0,0,22,0,0,0,0,3,1,0,1,1,0,0,0,1,2,1,0,0,5,0,5,0,0,0,5,0,0,1,2,1,0,0,0,0,0,2,8,1,3,0,0,1,2,0,7,0,0,0,0,3,4,0,4,0,0,0,0,1,2,7,0,0,3,0,0,0,0,10,0,6,1,0,0,0,0,5,0,0,0,5,0,1,5,0,1,1,1,2,7,0,2,1,0,6
"loc59",4,1,1,9,3,3,2,8,1,2,0,1,1,0,0,1,0,2,3,1,0,0,1,4,1,0,0,0,1,4,1,0,1,0,0,2,7,1,2,0,4,5,1,2,1,1,1,0,3,2,0,3,0,1,2,2,7,0,0,0,1,1,3,1,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,3,2,0,4,3,1,2,1,0,2,0,0,2,3,0,0,0,1,2
"loc60",6,13,1,0,4,10,0,1,0,0,1,2,0,1,0,0,0,4,1,0,0,1,1,2,2,5,1,0,2,6,2,1,5,1,4,1,2,1,0,0,5,0,3,2,3,1,2,4,0,3,0,6,0,3,2,0,9,3,0,1,0,10,1,1,0,5,2,1,0,0,2,0,1,2,0,0,1,4,1,2,1,3,0,0,0,0,0,3,1,1,2,0,0,8,2,0,4,0,9,1
"loc61",5,0,1,5,6,5,2,6,1,0,1,0,1,2,2,0,0,4,3,0,0,0,0,1,3,2,1,0,1,4,1,0,2,4,4,3,0,1,2,0,0,7,6,4,0,2,2,0,6,3,1,3,1,3,3,2,3,2,1,0,1,3,0,0,2,4,2,3,3,0,0,0,0,5,1,2,1,2,5,0,6,2,1,1,0,1,2,4,2,0,3,1,0,5,3,0,4,2,2,3
"loc62",0,12,1,1,0,15,2,1,0,0,0,2,0,2,0,0,1,1,1,0,0,1,0,2,0,0,2,1,1,8,0,1,4,1,4,2,1,2,0,0,2,1,6,0,1,0,0,2,2,1,1,2,0,1,0,1,4,1,1,0,1,5,1,2,1,1,0,3,0,0,1,0,1,0,0,0,1,2,2,1,1,1,0,0,0,0,0,2,5,0,1,0,0,0,0,1,4,2,1,1
"loc63",5,4,0,4,3,2,0,4,0,4,1,4,0,1,0,0,0,3,3,1,0,0,0,5,4,4,0,3,2,1,0,0,2,1,1,2,3,1,3,0,3,9,3,2,1,4,1,1,3,1,0,0,2,0,3,2,3,1,0,1,2,2,0,1,1,4,0,1,4,0,1,0,0,5,0,0,0,2,0,0,3,2,0,0,0,2,1,5,2,0,0,1,0,3,2,1,1,2,2,2
"loc64",3,3,1,0,4,3,2,0,0,1,0,0,0,1,0,2,0,1,1,1,0,0,0,3,1,1,0,0,2,0,2,0,0,0,1,1,0,1,0,0,1,0,2,2,1,1,0,0,4,2,1,3,0,2,2,3,2,1,0,0,0,3,0,0,1,0,3,1,0,0,1,0,0,1,0,2,0,0,0,2,2,1,0,0,0,2,0,3,3,0,1,1,0,6,2,0,3,0,2,1
