"","spp1","spp2","spp3","spp4","spp5","spp6","spp7","spp8","spp9","spp10","spp11","spp12","spp13","spp14","spp15","spp16","spp17","spp18","spp19","spp20","spp21","spp22","spp23","spp24","spp25","spp26","spp27","spp28","spp29","spp30","spp31","spp32","spp33","spp34","spp35","spp36","spp37","spp38","spp39","spp40","spp41","spp42","spp43","spp44","spp45","spp46","spp47","spp48","spp49","spp50","spp51","spp52","spp53","spp54","spp55","spp56","spp57","spp58","spp59","spp60","spp61","spp62","spp63","spp64","spp65","spp66","spp67","spp68","spp69","spp70","spp71","spp72","spp73","spp74","spp75","spp76","spp77","spp78","spp79","spp80","spp81","spp82","spp83","spp84","spp85","spp86","spp87","spp88","spp89","spp90","spp91","spp92","spp93","spp94","spp95","spp96","spp97","spp98","spp99","spp100"
"loc12",30,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,3,14,0,1,0,0,0,6,0,17,0,34,8,7,2,11,0,0,15,24,0,1,0,0,0,0,3,0,18,0,0,0,13,11,0,0,0,8,11,16,0,0,2,9,0,0,0,0,0,3,0,0,0,0,0,0,0,3,7,0,13,0,0,0,0,0,1,3,0,29,0,0,5,8,10,19,1,0,0,12,0,0,3
"loc13",25,0,0,0,0,2,0,0,1,0,0,0,0,0,2,0,0,3,12,0,0,0,1,0,8,0,14,0,31,3,8,2,7,0,2,9,13,0,3,0,0,0,0,1,0,16,0,0,0,14,14,1,0,0,12,3,13,1,0,0,12,0,0,0,0,0,3,0,0,0,0,0,0,0,3,10,0,8,0,0,0,0,0,2,5,0,15,0,0,8,12,9,13,2,0,0,12,0,0,0
"loc14",26,0,0,3,0,7,2,0,0,0,0,0,0,0,5,0,0,3,14,0,1,0,3,0,11,0,14,0,31,4,7,5,5,1,3,9,19,0,1,0,0,0,1,6,0,19,1,0,1,20,13,1,2,1,7,7,14,0,2,1,2,0,0,0,0,0,3,1,0,0,0,0,0,1,1,12,0,12,1,0,0,0,0,1,2,0,31,0,0,5,13,10,14,1,0,0,7,0,0,1
"loc15",17,0,0,0,0,7,0,0,1,0,0,0,0,0,3,0,0,1,11,0,0,0,1,0,6,0,4,0,39,3,2,3,9,0,2,16,14,0,4,0,0,0,0,3,0,13,0,0,0,14,11,2,0,0,9,4,5,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,5,0,0,0,0,0,1,3,0,17,0,0,3,8,4,8,0,0,0,7,0,0,4
"loc16",25,0,0,1,1,6,0,0,0,0,0,0,0,0,2,0,0,0,9,0,0,0,0,0,10,0,11,0,29,1,9,5,9,0,7,16,12,0,1,0,0,0,0,3,0,10,0,0,0,12,8,1,1,0,7,8,14,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,1,0,0,0,0,0,0,0,26,0,0,4,15,2,11,0,0,0,1,0,0,0
"loc17",11,0,0,0,0,7,0,0,0,0,0,0,0,0,2,0,0,1,7,0,0,0,1,0,10,0,10,0,28,2,5,0,3,0,1,8,7,0,2,0,0,0,0,2,0,12,1,0,0,14,5,0,0,0,7,7,9,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,14,0,0,0,0,0,0,1,0,15,0,0,7,11,1,7,1,0,0,9,0,0,0
"loc18",27,0,2,2,1,6,3,0,0,0,0,0,0,0,3,0,0,3,8,0,4,0,2,0,7,0,9,0,26,3,1,4,3,0,6,12,9,0,2,0,0,0,2,5,0,9,2,1,0,18,12,1,3,0,14,9,16,5,0,1,4,0,0,0,0,0,5,1,0,0,2,0,0,0,2,8,0,11,2,0,0,1,0,2,4,0,25,0,0,8,12,9,14,1,0,0,12,1,2,1
"loc19",30,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,3,12,0,0,0,3,0,6,0,6,0,41,5,10,1,8,0,2,11,18,0,2,0,0,0,0,3,0,17,0,0,0,23,7,2,2,0,7,10,14,0,0,2,8,0,0,0,0,0,2,0,0,0,0,0,0,0,1,8,0,9,0,0,0,0,0,1,5,0,29,0,0,3,13,7,11,0,0,0,10,0,0,0
"loc20",4,0,3,17,0,2,15,3,1,1,0,0,0,3,2,0,0,1,2,0,6,0,1,0,12,0,1,1,9,0,0,2,2,5,1,10,12,0,0,0,0,0,3,2,0,2,9,2,0,45,1,0,1,7,3,0,4,18,3,0,6,0,0,4,2,0,0,4,0,2,6,0,0,4,2,1,1,4,12,0,0,4,0,0,0,0,5,0,0,0,1,3,3,0,0,5,2,4,9,0
"loc21",19,0,0,0,0,6,1,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,7,0,11,0,26,3,6,3,5,0,0,4,3,0,1,0,0,0,0,0,0,16,0,0,0,6,13,0,0,0,4,15,4,2,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,7,0,0,0,0,0,0,2,0,17,0,0,1,7,7,8,0,0,0,4,0,0,0
"loc22",10,0,1,18,1,1,11,1,1,0,0,0,0,1,2,0,0,2,6,0,7,0,0,0,4,0,0,0,13,1,6,0,2,2,0,6,6,1,0,0,0,0,4,2,0,3,2,0,3,32,3,0,3,6,3,2,2,6,1,0,7,0,0,3,3,0,0,1,1,2,8,0,0,6,1,1,2,5,6,0,0,4,0,1,4,0,3,0,0,0,3,3,5,1,0,2,7,1,17,1
"loc23",19,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,2,10,0,0,0,1,0,3,0,17,0,33,2,4,2,9,1,1,11,8,0,1,0,0,0,0,5,0,7,0,0,0,18,10,0,1,1,16,8,12,2,1,1,4,0,0,0,0,0,1,0,0,1,1,0,0,0,2,4,0,8,1,0,0,1,0,0,1,0,20,0,0,6,11,5,10,1,0,0,5,0,0,0
"loc24",29,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,2,19,0,0,0,2,0,7,0,13,0,42,5,5,4,11,0,5,12,18,0,2,0,0,0,0,5,0,13,0,0,0,15,10,0,2,0,12,7,13,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,3,9,0,8,0,0,0,0,0,1,1,0,23,0,0,5,10,11,15,1,0,0,13,0,0,0
"loc25",23,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,1,19,0,0,0,3,0,4,0,14,0,32,1,4,1,9,0,3,11,16,0,0,0,0,0,0,1,0,19,0,0,0,14,14,0,0,0,10,10,10,0,0,2,6,0,0,0,0,0,4,0,0,0,0,0,0,0,7,7,0,4,0,0,0,0,0,1,3,0,22,0,0,4,9,7,13,0,0,0,11,0,0,0
"loc26",16,0,0,0,0,7,0,0,0,0,0,0,0,0,6,0,0,2,12,0,0,0,0,0,1,0,7,0,31,2,7,3,11,0,1,9,18,0,5,0,0,0,0,2,0,9,0,0,0,13,12,2,0,0,16,6,7,1,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,2,9,0,8,0,0,0,0,0,2,0,0,16,0,0,5,12,7,10,1,0,0,5,0,0,0
"loc27",19,0,0,0,0,10,0,0,0,0,0,0,0,0,7,0,0,3,8,0,0,0,1,0,7,0,11,0,35,3,5,5,4,0,0,12,13,0,1,0,0,0,0,5,0,20,0,0,0,20,13,0,2,0,9,11,11,0,0,2,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,13,0,0,0,0,0,2,4,0,31,0,0,1,7,13,8,0,0,0,7,0,0,1
"loc28",16,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,2,12,0,0,0,2,0,6,0,13,0,28,4,5,3,4,0,1,8,11,0,1,0,0,0,0,1,0,20,0,0,0,18,5,0,0,0,7,8,9,1,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,3,9,0,5,0,0,0,0,0,0,2,0,13,0,0,4,9,10,4,0,0,0,8,0,0,0
"loc29",20,0,0,0,0,6,0,0,0,0,0,0,0,0,9,0,0,0,8,0,0,0,2,0,4,0,17,0,30,4,7,2,12,0,3,12,11,0,0,0,0,0,0,3,0,15,0,0,0,15,7,3,1,0,15,5,18,1,0,1,5,0,0,0,0,0,2,0,0,0,0,0,0,0,1,7,0,6,0,0,0,0,0,1,2,0,26,0,0,4,18,12,12,1,0,0,7,0,0,0
"loc30",25,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,4,8,0,0,0,1,0,6,0,12,0,41,3,5,1,9,0,1,10,14,0,3,0,0,0,0,8,0,25,0,0,0,13,9,0,2,0,16,17,15,0,0,1,13,0,0,0,0,0,2,0,0,0,0,0,0,0,1,6,0,7,0,0,0,0,0,2,5,0,25,0,0,2,10,6,13,0,0,0,7,0,0,3
"loc31",23,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,4,10,0,0,0,3,0,5,0,13,0,19,2,5,4,4,0,4,10,8,0,1,0,0,0,0,4,0,15,0,0,0,8,11,0,0,0,7,3,12,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,1,8,0,10,0,0,0,0,0,0,1,0,23,0,0,2,5,3,12,0,0,0,6,0,0,2
"loc32",15,0,0,0,0,11,0,0,0,0,0,0,0,0,1,0,0,4,12,0,0,0,1,0,5,0,16,0,34,4,8,2,6,0,1,12,14,0,4,0,0,0,0,3,0,20,0,0,0,10,8,0,1,0,11,9,13,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,3,0,15,0,0,1,13,7,17,0,0,0,11,0,0,0
"loc33",22,0,0,0,0,5,0,0,1,0,0,0,0,0,7,0,0,2,12,0,0,0,0,0,10,0,11,0,38,4,8,2,10,0,0,10,19,0,1,0,0,0,0,4,0,11,0,0,0,11,8,1,0,0,8,10,12,1,0,1,10,0,0,0,0,0,2,1,0,0,0,0,0,0,1,7,0,6,0,0,0,0,0,0,1,0,21,0,0,3,15,16,11,0,0,0,9,0,0,0
"loc34",14,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,3,8,0,0,0,1,0,7,0,5,0,29,0,5,1,2,0,2,6,13,0,1,0,0,0,0,6,0,8,0,0,0,10,6,0,0,0,5,3,5,1,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,3,0,15,0,0,3,11,6,13,1,0,0,9,0,0,2
"loc35",11,0,0,0,0,7,0,0,0,0,0,0,0,0,4,0,0,1,6,0,0,0,1,0,4,0,15,0,15,5,7,1,6,0,2,11,5,0,2,0,0,0,0,2,0,8,0,0,0,8,9,1,0,0,9,6,12,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,1,8,0,5,0,0,0,0,0,1,4,0,17,0,0,1,11,6,2,0,0,0,7,0,0,1
"loc36",25,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,4,19,0,0,0,3,0,8,0,9,0,35,3,11,4,12,0,1,15,13,0,1,0,0,0,0,5,0,13,0,0,0,19,13,2,3,0,18,9,12,2,0,1,7,0,0,0,0,0,3,0,0,0,0,0,0,1,3,13,0,11,0,0,0,0,0,3,2,0,25,0,0,3,9,12,14,0,0,0,11,0,0,1
"loc37",24,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,6,8,0,0,0,1,0,8,0,7,0,32,4,6,2,2,0,1,7,16,0,1,0,0,0,0,5,0,16,0,0,0,8,9,0,0,0,11,11,12,0,0,1,8,0,0,0,0,0,1,0,0,0,0,0,0,0,5,7,0,7,0,0,0,0,0,1,1,0,21,0,0,7,9,7,6,3,0,0,8,0,0,1
"loc38",20,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,1,8,0,0,0,2,0,10,0,5,0,36,2,6,4,3,0,0,13,15,0,3,0,0,0,0,3,0,15,0,0,0,8,8,0,0,1,6,4,10,0,0,1,5,0,0,0,0,0,2,0,0,0,0,0,0,0,2,5,0,6,0,0,0,0,0,3,0,0,21,0,0,1,14,3,9,1,0,0,6,0,0,0
"loc39",15,0,0,2,0,3,1,0,0,0,0,0,0,0,2,0,0,2,11,0,0,0,0,0,6,0,8,0,18,1,2,3,8,0,2,6,8,0,0,0,0,0,0,1,0,9,2,0,1,14,7,0,0,2,3,4,3,2,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,1,1,5,0,1,1,0,0,1,0,1,2,0,10,0,0,2,8,2,13,1,0,2,4,0,1,0
"loc40",13,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,1,13,0,0,0,0,0,1,0,8,0,38,3,3,1,4,0,0,9,10,0,1,0,0,0,0,4,0,15,0,0,0,10,13,1,0,0,13,6,8,1,0,1,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,1,2,0,20,0,0,9,11,4,10,0,0,0,8,0,0,1
"loc41",34,0,0,1,0,8,0,0,2,0,0,0,0,0,4,0,0,4,11,0,1,0,0,0,5,0,13,0,34,3,6,6,6,0,0,18,10,0,2,0,0,0,0,3,0,15,0,0,0,24,11,0,1,0,10,9,5,1,1,2,5,0,0,0,0,0,2,0,0,0,0,0,0,1,2,8,0,8,2,0,0,1,0,1,2,0,13,0,0,4,13,12,15,0,0,1,11,1,1,1
"loc42",20,0,0,0,0,11,0,0,1,0,0,0,0,0,6,0,0,3,13,0,0,0,3,0,5,0,13,0,27,5,6,1,7,0,3,18,12,0,3,0,0,0,0,4,0,11,0,0,0,7,10,2,0,0,9,7,7,2,0,0,10,0,0,0,0,0,4,0,0,0,0,0,0,0,4,10,0,5,0,0,0,0,0,2,1,0,16,0,0,3,11,12,9,2,0,0,9,0,1,0
"loc43",17,0,0,4,0,2,4,1,0,0,1,0,2,2,0,0,0,1,8,0,2,0,1,0,3,0,7,0,13,2,4,2,4,0,2,11,6,0,1,0,0,1,2,2,0,6,0,0,2,25,3,0,1,3,4,1,4,7,3,1,3,0,1,0,1,0,1,1,3,1,0,0,0,3,0,3,1,3,7,0,0,5,1,3,0,0,7,0,0,3,3,4,5,0,0,1,8,1,5,0
"loc44",25,0,0,0,0,5,0,0,1,0,0,0,0,0,2,0,0,2,14,0,0,0,0,0,5,0,10,0,33,5,5,2,5,0,2,10,13,0,2,0,0,0,0,5,0,14,1,0,0,17,11,0,0,0,11,8,16,1,0,3,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,22,0,0,1,12,8,14,0,0,0,8,0,0,1
"loc45",11,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,5,0,4,0,22,2,1,1,7,0,0,10,9,0,0,0,0,0,0,4,0,11,0,0,0,7,3,0,0,0,10,3,7,0,0,1,6,0,0,0,0,0,3,0,0,0,0,0,0,0,2,3,0,9,0,0,0,0,0,0,3,0,19,0,0,4,4,5,12,0,0,0,2,0,0,1
"loc46",19,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,3,7,0,0,0,0,0,3,0,14,0,24,9,15,1,2,0,3,12,14,0,1,0,0,0,0,2,0,16,0,0,0,11,9,1,1,0,8,7,9,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,1,3,0,24,0,0,1,12,4,7,0,0,0,8,0,0,3
"loc47",6,0,1,5,1,4,5,0,0,0,0,0,0,0,2,0,0,1,2,0,2,0,0,0,11,0,4,0,12,0,2,1,2,1,1,8,3,2,2,0,0,0,3,2,0,10,0,0,2,24,7,0,0,0,4,6,8,5,2,0,4,0,0,1,0,0,0,1,0,0,4,0,0,3,1,4,2,5,1,0,0,2,0,1,0,0,10,0,0,3,3,3,4,0,0,2,1,2,3,0
"loc48",30,0,0,0,0,11,0,0,2,0,0,0,0,0,3,0,0,1,14,0,0,0,1,0,8,0,14,0,26,2,7,4,3,0,3,11,11,0,2,0,0,0,0,5,0,16,0,0,0,13,17,0,1,0,14,10,10,3,0,0,10,0,0,0,0,0,3,0,0,0,0,0,0,0,2,9,0,9,0,0,0,0,0,2,4,0,22,0,0,1,16,12,12,0,0,0,10,0,0,0
"loc49",17,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,2,12,0,0,0,1,0,6,0,12,0,27,2,6,2,7,0,0,19,7,0,1,0,0,0,0,4,0,10,1,0,0,7,11,0,0,0,8,2,9,1,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,4,10,0,8,0,0,0,0,0,0,1,0,28,0,0,3,8,7,7,2,0,0,10,0,0,0
"loc50",35,0,1,4,0,8,7,0,0,0,0,0,0,0,4,0,0,1,9,0,1,0,2,0,11,0,11,1,33,1,5,3,4,1,3,8,7,0,1,0,0,0,1,1,0,21,2,0,3,21,13,1,1,2,12,5,18,1,0,1,12,0,1,2,1,0,2,0,0,0,1,0,0,1,1,13,0,3,3,0,0,2,0,1,6,0,24,0,0,1,21,4,13,0,0,4,13,0,3,1
"loc51",21,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,1,14,0,0,0,1,0,6,0,16,0,26,1,12,1,9,0,2,13,13,0,2,0,0,0,0,6,0,10,0,0,0,11,6,2,0,0,13,4,22,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,8,0,0,0,0,0,3,4,0,30,0,0,2,14,14,13,3,0,0,11,0,0,0
"loc52",29,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,1,10,0,0,0,2,0,4,0,15,0,36,5,9,1,6,0,5,11,17,0,1,0,0,0,0,3,0,16,0,0,0,14,12,0,2,0,16,9,6,2,0,0,12,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3,0,10,0,0,0,0,0,1,3,0,25,0,0,2,13,5,13,2,0,0,12,0,0,3
"loc53",15,0,0,0,0,1,0,0,2,0,0,0,0,0,3,0,0,2,3,0,0,0,0,0,5,0,10,0,21,4,1,3,10,0,4,9,13,0,2,0,0,0,0,0,0,11,0,0,0,8,5,0,1,0,6,4,7,0,0,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,0,7,0,0,0,0,0,0,0,0,19,0,0,6,8,5,7,2,0,0,4,0,0,0
"loc54",20,1,1,3,5,7,2,0,0,0,1,0,2,1,3,0,3,3,14,1,1,1,1,0,14,4,17,0,26,2,13,1,7,0,0,13,13,0,0,0,3,0,0,0,0,11,1,0,0,20,7,0,1,4,13,7,12,5,0,0,7,1,1,1,2,0,2,0,0,0,1,3,0,2,2,7,0,9,4,3,0,0,0,0,1,0,20,1,1,3,10,7,9,1,0,0,12,0,4,1
"loc55",14,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,2,10,0,0,0,2,0,6,0,6,0,12,5,4,4,2,0,1,7,13,0,1,0,0,0,0,4,0,13,0,0,0,8,8,0,0,0,6,4,10,1,0,1,10,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,2,3,0,13,0,0,1,3,4,7,0,0,0,9,0,0,0
"loc56",21,0,0,0,0,7,0,0,0,0,0,0,0,0,6,0,0,3,14,0,0,0,1,0,5,0,8,0,39,3,8,3,6,0,2,17,13,0,6,0,0,0,0,8,0,20,0,0,0,11,18,0,0,0,11,3,16,0,0,2,14,0,0,0,0,0,1,0,0,0,0,0,0,0,5,7,0,12,0,0,0,0,0,1,3,0,39,0,0,6,19,7,17,1,0,0,4,0,0,0
"loc57",18,0,0,0,0,10,0,0,0,0,0,0,0,0,2,0,0,2,7,0,0,0,1,0,5,0,3,0,27,5,5,4,3,0,2,8,8,0,3,0,0,0,0,3,0,7,1,0,0,13,7,0,1,0,3,7,12,0,0,1,9,0,0,0,0,0,3,0,0,0,0,0,0,0,3,6,0,11,0,0,0,0,0,2,2,0,27,0,0,4,10,12,7,0,0,0,9,0,0,1
"loc58",18,0,1,9,2,3,8,1,0,0,0,0,0,0,5,0,0,3,10,0,9,0,2,0,12,0,6,0,26,4,2,4,7,2,1,12,6,0,1,0,0,0,4,3,0,9,3,1,4,36,11,1,3,5,7,9,6,7,5,0,3,0,0,4,1,0,0,3,1,0,1,0,0,8,1,6,0,12,4,0,0,6,0,1,3,0,21,0,0,6,7,9,10,1,0,2,3,1,8,1
"loc59",23,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,3,10,0,0,0,0,0,2,0,11,0,32,2,4,1,5,0,0,15,9,0,2,0,0,0,0,1,0,7,0,0,0,14,14,0,0,0,10,5,10,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,5,0,0,0,0,0,0,2,0,27,0,0,2,12,4,10,2,0,0,5,0,0,1
"loc60",25,0,0,0,0,7,0,0,1,0,0,0,0,0,4,0,0,4,11,0,0,0,2,0,10,0,11,0,21,5,4,1,11,0,1,11,14,0,3,0,0,0,0,0,0,22,1,0,0,11,7,1,0,0,10,7,12,1,0,2,9,0,0,0,0,0,1,0,0,0,0,0,0,0,2,5,0,9,0,0,0,0,0,4,1,0,19,0,0,9,12,9,10,1,0,0,8,0,0,3
"loc61",20,0,0,0,0,10,0,0,1,0,0,0,0,0,3,0,0,4,12,0,0,0,0,0,10,0,14,0,36,3,10,6,6,0,1,15,15,0,3,0,0,0,0,6,0,19,1,0,0,11,14,0,0,0,13,4,24,3,0,1,8,0,0,0,0,0,2,0,0,0,0,0,0,0,2,9,0,11,0,0,0,0,0,0,3,0,24,0,0,3,15,11,11,3,0,0,5,0,0,2
"loc62",25,0,0,2,0,6,1,0,0,0,0,0,0,0,6,0,0,0,11,0,0,0,6,0,7,0,7,0,21,6,7,2,6,0,5,13,9,0,4,0,0,0,0,6,0,15,1,0,0,13,9,0,2,2,14,6,13,3,2,0,8,0,0,0,1,0,1,0,0,0,1,0,0,2,0,10,0,9,0,0,0,1,0,0,6,0,25,0,0,4,12,11,15,1,0,0,8,0,2,0
"loc63",29,0,0,0,0,6,0,0,1,0,0,0,0,0,5,0,0,3,14,0,0,0,0,0,12,0,10,0,43,3,10,4,3,0,1,17,15,0,4,0,0,0,0,1,0,20,0,0,0,15,15,1,0,0,11,9,10,1,0,1,7,0,0,0,0,0,1,0,0,0,0,0,0,0,4,6,0,9,0,0,0,0,0,1,5,0,23,0,0,4,9,8,11,1,0,0,10,0,0,0
"loc64",22,0,0,1,0,5,6,0,1,0,0,0,0,0,5,0,0,7,19,0,1,1,0,0,7,0,10,0,32,3,5,2,6,1,1,16,12,0,0,0,1,0,3,2,0,13,0,0,0,19,6,0,1,0,7,4,4,5,0,0,9,0,0,2,0,0,3,0,1,0,1,1,0,1,2,6,2,11,3,0,0,3,0,1,3,0,15,0,0,4,13,9,9,1,0,1,7,1,4,0
